"","iso2c","iso3c","country","date","CO2","Y","E_kwh","Y2","MVA","HDI","KOF"
"173","TN","TUN","Tunisia",2012,0.957327283455569,9.27727502010723,9.02786864390709,86.0678317987056,-1.8685359960308,-0.334075112021491,4.21264626217702
"174","TN","TUN","Tunisia",2013,0.928645291039793,9.27890207052144,9.07407220923893,86.0980236343271,-1.89657060099092,-0.32989392126109,4.20857469911139
"175","TN","TUN","Tunisia",2014,0.997063276018437,9.30063426394721,9.15981962120522,86.5017977117088,-1.92782295429235,-0.327116141697188,4.22549285769317
"176","TN","TUN","Tunisia",2015,1.0066651167387,9.28127458450726,9.18087633924387,86.1420579130205,-1.96537184307474,-0.322963886596421,4.1964041570094
"177","TN","TUN","Tunisia",2016,0.953371950684425,9.29632419621426,9.16803529907199,86.4216435611188,-1.97985320601305,-0.317454230785451,4.20206694102499
"178","TN","TUN","Tunisia",2017,0.956580507550394,9.3181492080501,9.21430161587967,86.8279046634847,-1.95185861000095,-0.311974765020825,4.20817091895677
"179","TN","TUN","Tunisia",2018,0.955420981048859,9.35575180415001,9.23098793633014,87.5300918208562,-1.92985798341759,-0.3051673867928,4.21321332102093
"180","TN","TUN","Tunisia",2019,0.946430035961317,9.37757477115094,9.22307316482279,87.9389085885266,-1.94359030540033,-0.301105092783922,4.20657610207346
"181","TR","TUR","Turkiye",1990,0.940927929395267,8.87625115370995,9.24428488272911,78.7878345437372,-1.51604743899378,-0.514164525031505,3.92391430314171
"182","TR","TUR","Turkiye",1991,0.955240631517722,8.90183744200774,9.24674201914038,79.2427098439308,-1.50634366977482,-0.507497833673316,3.95934579656416
"183","TR","TUR","Turkiye",1992,0.978551663656231,8.9660205528535,9.2794389178794,80.3895245541914,-1.53076129114458,-0.49758039701597,3.99402782779798
"184","TR","TUR","Turkiye",1993,0.998925902110902,9.05066199252876,9.34518957091242,81.9144825030046,-1.56978053865085,-0.486133011175619,4.02328205271275
"185","TR","TUR","Turkiye",1994,0.970025433946002,8.99985795416537,9.29552004742434,80.9974431951537,-1.51127218675647,-0.484508315448617,4.07976126549827
"186","TR","TUR","Turkiye",1995,1.0421575298978,9.07453966354405,9.39112867059701,82.3472701052341,-1.48872295062662,-0.473208760194684,4.09076289426647
"187","TR","TUR","Turkiye",1996,1.12295051944263,9.14521148994324,9.46152678095186,83.6348931957898,-1.55393592777244,-0.462035459596559,4.06253948683533
"188","TR","TUR","Turkiye",1997,1.14949589751989,9.21998313078144,9.49034542639004,85.0080889318943,-1.53407144536844,-0.449416995637347,4.10301858518043
"189","TR","TUR","Turkiye",1998,1.13521326128919,9.24739508720253,9.49991363000865,85.5143158988175,-1.50185537264246,-0.433864582629862,4.09093145660051
"190","TR","TUR","Turkiye",1999,1.11480567362433,9.21396469617136,9.45823194897958,84.8971454222922,-1.6096227261317,-0.427710717055484,4.10762365638519
"191","TR","TUR","Turkiye",2000,1.21645668983843,9.2892170770559,9.50945751409491,86.289553904667,-1.67634579983431,-0.401971218853909,4.13968271073741
"192","TR","TUR","Turkiye",2001,1.11161567555345,9.23885727240319,9.39874729199828,85.3564836998373,-1.73077934267391,-0.393042588109607,4.16388532842782
"193","TR","TUR","Turkiye",2002,1.1485722990916,9.30466088039912,9.47477783204161,86.5767140992297,-1.77592852438844,-0.378336440719912,4.12115175334522
"194","TR","TUR","Turkiye",2003,1.18708520643796,9.36848458132454,9.51880642827154,87.7685033505157,-1.76542253221618,-0.369615455214467,4.11833142393135
"195","TR","TUR","Turkiye",2004,1.19798434715155,9.47629709889317,9.57362415932087,89.8002067064911,-1.77500648378027,-0.362405618647717,4.13347738675706
"196","TR","TUR","Turkiye",2005,1.2297804514147,9.58085551694842,9.58243923338325,91.7927924366409,-1.77762796898814,-0.355247391947547,4.17132260451881
"197","TR","TUR","Turkiye",2006,1.3220569430931,9.66585389993703,9.6733258691441,93.4287316149278,-1.76847033877934,-0.341082849178896,4.18176064966719
"198","TR","TUR","Turkiye",2007,1.41556382543812,9.72958888342001,9.72105957007916,94.6648998403702,-1.78351348925785,-0.331285709933913,4.202440438592
"199","TR","TUR","Turkiye",2008,1.39678877505804,9.74368363992455,9.71243406314031,94.9393708749334,-1.81617915342555,-0.327116141697188,4.23820381909535
"200","TR","TUR","Turkiye",2009,1.38681607972556,9.68590625317716,9.71324877711497,93.8167799453364,-1.88666774006088,-0.317454230785451,4.24466898332045
"201","TR","TUR","Turkiye",2010,1.40406432259326,9.76300738730067,9.75334803390148,95.3163132444874,-1.89352853720549,-0.287682072451781,4.24327490497604
"202","TR","TUR","Turkiye",2011,1.4569831552582,9.87610458794208,9.80621331022316,97.5374418319707,-1.80492550042316,-0.27049724769768,4.25420704799774
"203","TR","TUR","Turkiye",2012,1.47865000958197,9.92839619057181,9.85157933227831,98.5730509169608,-1.84302651761671,-0.258770728957361,4.26170670959284
"204","TR","TUR","Turkiye",2013,1.43279492988957,10.0088106174927,9.82727081233932,100.176289976834,-1.81524168670655,-0.220646671115623,4.25763802028811
"205","TR","TUR","Turkiye",2014,1.48768498286523,10.0835366542588,9.83727264037332,101.677711457781,-1.78547742127814,-0.208254938820459,4.27525081894
"206","TR","TUR","Turkiye",2015,1.50813368437557,10.1538986229121,9.91212494265177,103.101657244377,-1.78998990907389,-0.197232169529709,4.2661652648469
"207","TR","TUR","Turkiye",2016,1.55768956762545,10.1854137290557,9.94388031895118,103.742652832036,-1.79604114883527,-0.191160505461159,4.2578724595202
"208","TR","TUR","Turkiye",2017,1.64978859270696,10.2485828959324,9.98845924661948,105.033451374797,-1.73773553681048,-0.182721636815294,4.26355665801509
"209","TR","TUR","Turkiye",2018,1.62667245683767,10.2862640428809,9.96859036755495,105.807227959865,-1.65633269457681,-0.176737178500054,4.25239149398245
"210","TR","TUR","Turkiye",2019,1.57463134278516,10.2971239430602,9.99757252753803,106.030761498743,-1.69404485292615,-0.17197526473981,4.25957559534842
